Year,Region,Crop,Area_hectares,Yield_t_per_ha,Winter_Tmax,Spring_Tmax,Summer_Tmax,Autumn_Tmax,Winter_Tmin,Spring_Tmin,Summer_Tmin,Autumn_Tmin,Spring_Temp_Mean,Summer_Temp_Mean,Flowering_Temp,Grain_Filling_Temp,Summer_Tmax_Peak,Spring_Tmin_Coldest,Spring_Temp_Range,Summer_Temp_Range,Spring_GDD,Summer_GDD,Winter_Rain,Spring_Rain,Summer_Rain,Autumn_Rain,Planting_Rain,Grain_Filling_Rain,Harvest_Rain,Annual_Rain,Rain_Deviation_from_Optimal,Spring_Rain_Squared,Summer_Rain_Squared,Winter_Sun,Spring_Sun,Summer_Sun,Autumn_Sun,Grain_Filling_Sun,Flowering_Sun,Summer_Sun_per_Rain,Winter_Frost,Spring_Frost,Autumn_Frost,Late_Spring_Frost,Spring_Temp_x_Rain,Summer_Temp_x_Rain,Summer_Temp_x_Sun,Heat_Stress,Cold_Spring,Extreme_Summer_Rain,Drought_Spring
2007,Est,Winter_Barley,574400,5.917,8.11901601155599,17.551306406656902,22.667449951171875,14.273257891337076,1.9316270351409912,6.108359018961589,12.659634908040363,5.284036596616109,11.829832712809246,17.66354242960612,21.445338249206543,22.834867477416992,22.84998321533203,2.0930428504943848,11.442947387695312,10.00781504313151,1064.684944152832,1589.7188186645508,239.99061584472656,202.55612754821777,316.72157287597656,134.0729465484619,96.22626304626463,209.90240478515625,216.11876678466797,893.3412628173828,143.3412628173828,41028.98480732986,100312.55472503252,169.17560195922852,677.2527008056641,744.7481231689453,360.9089584350586,518.5636291503906,494.62901306152344,2.3440275598146423,23.0,7.0,13.0,0.0,2396.205103849869,5594.424940866399,16881.540808161255,1,0,0,0
2007,Nord,Winter_Barley,188125,7.142,8.713521957397461,16.711120923360188,21.60576629638672,14.588984807332356,3.46282958984375,6.572430849075317,12.653850237528482,6.733707586924235,11.641775886217753,17.1298082669576,20.01307201385498,21.629300117492676,21.930644989013672,3.300952672958374,10.13869007428487,8.951916058858236,1047.7598297595978,1541.682744026184,209.15064239501953,148.7304768562317,277.0137405395508,137.14520645141602,67.369957447052,200.48155212402344,182.52103424072263,772.040066242218,22.040066242218018,22120.75474588207,76736.61244771356,142.53630828857422,636.4037780761719,698.1141662597656,319.3259048461914,484.2168884277344,455.42535400390625,2.511077923360592,21.0,0.0,7.0,0.0,1731.4868790105456,4745.192262755245,15083.291524405358,1,0,0,1
2007,Ouest,Winter_Barley,156526,5.316,10.24343999226888,16.8724152247111,21.700401941935223,16.11888885498047,4.346127827962239,7.374694744745891,12.766599337259928,7.06841246287028,12.123554984728496,17.233500639597576,19.846903800964355,21.51273822784424,22.075729370117188,3.821314573287964,9.49772047996521,8.933802604675295,1091.1199486255646,1551.0150575637815,249.05371856689453,217.78436088562012,264.7252655029297,110.0286922454834,114.88297080993652,198.86251068115232,164.75819396972656,841.5920372009277,91.59203720092772,47430.02784635802,70079.46619559661,178.94803619384766,642.4512329101562,755.262939453125,385.4679946899414,518.0363311767578,480.87669372558594,2.842269958875243,17.0,1.0,4.0,0.0,2640.3206740107694,4562.143032362377,16389.5093579803,1,0,0,0
2007,Sud,Winter_Barley,196686,4.474,9.2734325726827,16.60965887705485,23.440876642862957,15.653034845987955,1.442717367472748,6.412826061248779,12.520744959513346,5.791658600171407,11.511242469151815,17.980810801188152,20.826799392700195,23.276487350463867,23.983707427978516,2.396994113922119,10.196832815806072,10.920131683349611,1036.011822223663,1618.2729721069336,212.22041702270508,254.2445831298828,238.04326629638672,142.2574005126953,117.93804931640624,153.2820816040039,148.0946044921875,846.7656669616699,96.76566696166992,64640.30805088789,56664.59662905248,243.2098922729492,680.4949340820312,861.5155639648438,462.6270294189453,601.4281616210938,546.5371704101562,3.6040151948754815,28.0,6.0,9.0,0.0,2926.6710428765064,4280.210933772178,20194.680060806415,1,0,0,0
2008,Est,Winter_Barley,572643,6.725,7.737405618031819,14.774821917215982,23.339887619018555,14.319281260172524,0.6329409182071686,5.447246948877971,12.396590868631998,5.9385303656260175,10.111034433046976,17.868239243825276,21.783509254455566,23.39538192749023,24.65738868713379,2.4103453159332275,9.327574968338013,10.943296750386557,909.993098974228,1608.141531944275,172.04926300048828,278.45068359375,205.11024475097656,212.45721435546875,200.11241149902344,123.6098403930664,146.08901977539062,868.0674057006836,118.0674057006836,77534.78319382668,42070.21250180551,192.3968620300293,593.2266540527344,792.9345550537109,330.837345123291,563.8802795410156,545.7558288574219,3.847138001372704,45.0,13.0,6.0,3.0,2815.424449721875,3664.9589245700063,18507.003404190094,1,0,0,0
2008,Nord,Winter_Barley,101086,8.123,7.955069224039714,14.749836285909018,22.17722002665202,14.427213350931805,2.1206225752830505,6.113186438878377,12.321287155151367,6.8644782702128095,10.431511362393698,17.249253590901695,20.87104034423828,22.137110710144043,23.43893241882324,3.658242464065552,8.63664984703064,9.855932871500652,938.8360226154329,1552.4328231811523,132.31502151489258,233.14278411865232,171.8446388244629,186.77525329589844,160.00501251220703,85.0699577331543,136.63247680664062,724.0776977539062,25.92230224609375,54355.55778659653,29530.5798927101,164.06420135498047,589.0189971923828,746.0000457763672,308.6728515625,538.8743896484375,541.1444396972656,4.316014953370859,33.0,8.0,3.0,3.0,2432.031601593823,2964.1917533200713,16544.207155074975,1,0,0,0
2008,Ouest,Winter_Barley,228189,6.574,9.983787695566813,15.334803899129232,22.549496332804363,15.47876516977946,2.8973962863286338,6.662678400675456,12.523537317911783,7.542023499806722,10.998741149902344,17.536516825358074,21.1373233795166,22.58184814453125,23.453222274780273,4.472926616668701,8.672125498453777,10.02595901489258,989.8867034912108,1578.2865142822266,210.62201309204104,276.4026107788086,152.2973976135254,234.5007438659668,177.11638641357422,89.77253723144531,113.5202980041504,873.8227653503418,123.8227653503418,76398.40324534156,23194.49731985225,204.749698638916,615.9177856445312,815.9642791748047,351.22947692871094,589.221923828125,566.1437072753906,5.322753627115796,22.0,4.0,0.0,1.0,3040.080769113323,2670.7658757078366,18399.583520951615,1,0,0,0
2008,Sud,Winter_Barley,199257,5.168,9.435287952423096,14.75071620941162,24.0172856648763,15.507511456807457,0.9839812082548935,5.331174453099568,12.61395263671875,6.419172843297322,10.040945331255594,18.315619150797524,20.94212245941162,23.65217113494873,25.00770378112793,2.1867258548736572,9.419541756312054,11.403333028157553,903.6850798130037,1648.4057235717771,233.2388916015625,351.8583221435547,199.62039184570312,303.7022018432617,213.19641113281253,139.75347900390625,119.82427978515624,1088.419807434082,338.41980743408203,123804.2788616775,39848.30084063206,262.9848403930664,643.4010009765625,891.6534729003906,405.5596237182617,616.2418212890625,547.1201782226562,4.444480766372743,36.0,7.0,5.0,1.0,3532.9901769907524,3656.171071778866,21415.09617272772,1,0,0,0
2009,Est,Winter_Barley,650142,6.905,5.314071337381999,16.254872004191082,24.823930740356445,16.64990297953288,-1.3839214937761426,5.620269298553467,12.486722946166992,7.267072518666585,10.937570651372274,18.65532684326172,21.66393566131592,23.74048137664795,26.99082946777344,1.3924341201782229,10.634602705637615,12.337207794189451,984.3813586235046,1678.9794158935547,194.53409957885745,160.84084701538086,200.5143699645996,186.6838722229004,106.32540130615234,168.94383239746094,119.59113693237305,742.5731887817383,7.426811218261719,25869.77806862515,40206.012562300326,168.4541893005371,645.8183898925781,869.3492431640625,348.21228790283203,588.2803039550781,575.0844421386719,4.314080645051678,53.0,10.0,4.0,0.0,1759.2081278572875,3740.6611084603064,21580.66540148598,1,1,0,1
2009,Nord,Winter_Barley,160281,8.208,5.516240199406941,15.391186078389486,23.626492818196613,16.359098116556805,-0.2227992018063863,5.889743248621623,12.32308260599772,8.645788351694742,10.640464663505554,17.974787712097168,19.96619129180908,22.586410522460938,25.70665740966797,2.3890669345855713,9.501442829767864,11.303410212198893,957.6418197155,1617.7308940887451,176.95536422729492,143.58612823486328,142.22074699401855,198.99957847595215,86.75422286987305,123.12847137451172,82.98026084899902,661.7618179321289,88.2381820678711,20616.9762214786,20226.74087553664,149.25018692016602,614.8461303710938,833.8534240722656,314.55467987060547,574.3724365234375,548.837158203125,5.822155250363905,39.0,4.0,1.0,0.0,1527.82312365264,2556.387735473365,19701.03193527204,1,0,0,1
2009,Ouest,Winter_Barley,244346,6.781,7.948819160461426,15.916287740071615,23.864619572957356,17.78408972422282,1.2243277778228123,6.172426064809163,12.633178075154625,9.364187558492024,11.04435690244039,18.24889882405599,21.076566696166992,23.1909704208374,25.211917877197266,3.052799701690674,9.743861675262451,11.231441497802733,993.992121219635,1642.400894165039,245.6731109619141,170.25941467285156,132.63056564331055,250.01158142089844,113.91638565063477,109.93627166748048,77.30024719238281,798.5746726989746,48.57467269897461,28988.268284742026,17590.866942864508,191.59100341796875,661.1342926025391,866.0258483886719,365.8338050842285,601.4899291992188,585.7800903320312,6.480746708056942,29.0,2.0,0.0,0.0,1880.405741647569,2420.3617734020904,20667.377412143294,1,0,0,1
2009,Sud,Winter_Barley,189978,4.966,7.229782740275065,16.097704887390137,25.896982192993164,17.7691167195638,-0.5523309310277303,5.811385989189148,13.414357503255207,7.9705491065979,10.954545438289642,19.655669848124187,22.53229522705078,25.081374168395996,27.5281982421875,1.7629777193069458,10.286318898200989,12.482624689737955,985.9090894460678,1769.0102863311768,246.2407341003418,224.61358642578125,158.24591064453125,237.8905906677246,171.10528564453125,105.3373908996582,94.98211669921876,866.9908218383789,116.9908218383789,50451.2632070519,25041.76823571697,239.15221786499023,702.3821105957031,947.4417114257812,432.6259765625,652.6334838867188,616.7626647949219,5.949551279471539,51.0,7.0,2.0,0.0,2460.5397385584183,3110.4293744446672,24535.881129692425,1,1,0,0
2010,Est,Winter_Barley,567577,6.563,3.380329012870789,14.72510846455892,24.338653564453125,14.43553066253662,-1.981672614812851,4.2379491329193115,12.717268308003744,6.081420818964641,9.481528798739117,18.527960936228435,19.840042114257812,24.94562530517578,26.93451690673828,1.5581705570220947,10.487159331639608,11.62138525644938,853.3375918865204,1667.516484260559,238.21664810180664,151.31012725830078,235.1943359375,211.57380294799805,79.17156982421875,125.22242736816406,169.82093811035156,836.2949142456055,86.29491424560547,22894.754610923177,55316.3756570816,147.17739486694336,636.4522705078125,815.0299072265625,346.4171333312988,584.44189453125,507.635009765625,3.4506750722516464,60.0,12.0,10.0,0.0,1434.6513291404594,4357.671468672188,19836.730556655675,1,1,0,1
2010,Nord,Winter_Barley,196347,7.891,3.4973793029785156,14.28728453318278,23.3341433207194,14.399869283040363,-1.2419212659200032,4.498441696166992,12.68438752492269,7.0943552652994795,9.392863114674885,18.009265422821045,19.307377815246586,23.979673385620117,25.70867347717285,2.9230451583862305,9.788842837015787,10.649755795796713,845.3576803207397,1620.833888053894,178.4691047668457,95.80786514282228,195.0100250244141,208.6397819519043,58.67739486694336,94.5653839111328,150.77082443237305,677.9267768859863,72.07322311401367,9179.147023225218,38028.9098600226,134.66294860839844,649.2163696289062,791.8502960205078,319.5722999572754,578.9486083984375,539.5930786132812,4.039845900340448,56.0,8.0,8.0,0.0,899.9101625957609,3511.987300775647,18477.148295896615,1,0,0,1
2010,Ouest,Winter_Barley,213555,6.134,6.201535860697429,15.37493578592936,23.906516393025715,16.148520787556965,0.2108174761136373,5.472723166147868,12.89671516418457,7.645853996276856,10.423829476038614,18.40161577860514,20.16977596282959,24.28129482269287,25.823989868164062,3.3001627922058105,9.902212619781494,11.009801228841145,938.1446528434752,1656.145420074463,230.38419342041016,119.3570556640625,125.17587852478027,261.50139236450195,79.67009353637695,78.5424633026123,72.68736839294434,736.4185199737549,13.581480026245115,14246.106736794114,15669.000564450547,182.74174118041992,691.3840637207031,844.4426879882812,368.6104049682617,606.5072326660156,561.8009643554688,6.692584175844967,44.0,10.0,7.0,0.0,1244.1575950042363,2303.438421362357,20187.682963362546,1,0,0,1
2010,Sud,Winter_Barley,176066,5.211,5.692493915557861,14.69156297047933,24.623257954915363,15.592031160990397,-1.541410764058431,4.599736213684082,13.17283058166504,6.477459351221721,9.645649592081709,18.8980442682902,19.410003662109375,24.462058067321777,26.861860275268555,1.32550048828125,10.091826756795248,11.450427373250324,868.1084632873535,1700.8239841461182,232.13257598876953,220.68414306640625,176.93996047973633,309.81903076171875,109.53243255615234,135.46092987060547,77.69742965698242,939.5757102966307,189.5757102966309,48701.49100095406,31307.749614570657,223.8115005493164,689.6618041992188,903.2018737792968,424.7989273071289,617.6435852050781,540.2325744628906,5.075879927949927,58.0,13.0,8.0,0.0,2128.6419145473824,3343.8192059755756,22239.772723430535,1,1,0,0
2011,Est,Winter_Barley,540130,6.036,7.439804077148437,18.543145179748535,23.31695810953776,17.293601671854656,1.4410840570926666,5.483163754145305,12.090628623962402,7.6784294446309405,12.01315446694692,17.703793366750084,22.764412879943848,22.74166774749756,24.467538833618164,2.532270669937134,13.05998142560323,11.22632948557536,1081.1839020252228,1593.341403007507,246.35595893859863,81.55303001403809,255.13026428222656,116.48855781555176,48.92008018493652,163.25589752197266,185.2471923828125,699.527811050415,50.47218894958496,6650.896704470597,65091.45175271877,147.22180557250977,757.6412353515625,786.5268096923828,369.2334709167481,535.0621643066406,594.1911010742188,3.0708077856262985,29.0,10.0,2.0,1.0,979.709146806198,4516.773480456878,18339.41267362567,1,0,0,1
2011,Nord,Winter_Barley,164344,7.529,8.205366929372152,17.424494743347168,21.882671356201172,16.87041187286377,3.0341195265452066,6.133149941762288,11.98575528462728,8.746333122253418,11.778822342554728,16.934213320414226,20.961463928222656,21.51576232910156,22.61648941040039,3.1780996322631836,11.29134480158488,9.896916071573893,1060.0940108299255,1524.0791988372805,239.85279083251953,40.68970203399658,231.5869903564453,110.22260665893556,31.78154754638672,132.90086364746094,164.48255157470703,622.352089881897,127.64791011810304,1655.6518516154256,53632.534102356294,128.85962677001953,714.0905303955078,722.478271484375,329.00903701782227,503.6226501464844,567.3504943847656,3.1062712079345416,16.0,8.0,0.0,0.0,479.2767714299335,3921.7434969287574,15809.754576888869,1,0,0,1
2011,Ouest,Winter_Barley,190424,5.862,9.994612534840902,18.190595626831055,22.356024424235027,18.61925792694092,4.065717538197835,6.903101444244385,12.329132715861002,9.917105992635092,12.54684853553772,17.342578570048016,21.304479598999023,21.946925163269043,23.174222946166992,4.24153470993042,11.28749418258667,10.026891708374023,1129.2163681983948,1560.8320713043213,268.10269927978516,51.34034156799317,206.0816650390625,113.2443389892578,32.146697998046875,119.78549194335938,153.43618774414062,638.7690448760986,111.23095512390135,2635.830672318207,42469.652665272355,166.68674850463867,737.3731079101562,783.7333831787109,367.5530242919922,545.4226379394531,588.9250183105469,3.7846584970758888,13.0,4.0,0.0,0.0,644.1594894163813,3573.9874677862585,17521.16265643161,1,0,0,1
2011,Sud,Winter_Barley,134116,4.406,8.893346786499023,18.04396470387777,23.84739367167155,19.01848538716634,1.0525602300961812,6.405131657918294,12.480375607808432,8.594983100891113,12.22454818089803,18.16388463973999,22.261876106262207,22.626490592956543,26.28919982910156,2.961212158203125,11.638833045959473,11.36701806386312,1100.2093362808228,1634.7496175765991,202.0816421508789,142.3675422668457,221.62519454956055,212.3774871826172,100.08355331420898,167.34249114990234,153.67940139770508,778.4518661499023,28.451866149902344,20268.517091102098,49117.72685913056,240.1331367492676,781.644287109375,869.534912109375,461.1261749267578,579.9117431640625,609.5218811035156,3.905824378362531,34.0,6.0,0.0,0.0,1740.378879837092,4025.57446705815,20736.141360334583,1,0,0,1
2012,Est,Winter_Barley,443650,6.723,5.773228804270427,16.292531967163086,23.90856552124023,15.629958152770996,-0.332220991452535,5.478272199630737,12.757238070170084,6.737101793289185,10.885402083396912,18.33290179570516,21.029239654541016,22.649958610534668,26.425779342651367,2.990437269210815,10.814259767532349,11.15132745107015,979.686187505722,1649.9611616134644,209.5479431152344,203.37265396118164,218.2434844970703,246.4818115234375,120.02980422973631,182.84222412109375,115.9398193359375,877.6458930969238,127.64589309692384,41360.43637921453,47630.21852542297,179.8901824951172,646.6141357421875,804.8074493408203,337.29256439208984,535.7317657470703,531.0014801025391,3.670838616650314,39.0,5.0,4.0,2.0,2213.793111135006,4001.0363688372913,19241.791634547233,1,0,0,0
2012,Nord,Winter_Barley,176215,8.079,6.919937451680501,15.011284510294596,22.390208562215168,14.879499117533364,1.31918207804362,5.695845444997151,12.350056966145834,7.457139492034912,10.353564977645874,17.3701327641805,19.198122024536133,21.08979225158691,24.99104118347168,4.066573619842529,9.315439065297443,10.040151596069334,931.8208479881288,1563.3119487762451,184.24478244781497,161.43390655517578,224.8350524902344,220.42203521728516,119.40572357177734,198.4051513671875,124.3703842163086,790.9357767105103,40.935776710510254,26060.906185665222,50550.80082828645,158.35581970214844,597.0933990478516,749.0280914306641,309.4424018859863,493.3057403564453,492.26930236816406,3.316704307729438,32.0,4.0,2.0,2.0,1671.4164411142249,3905.414711796863,16770.89518609054,1,0,0,1
2012,Ouest,Winter_Barley,207411,6.934,8.736613114674887,15.945927302042644,22.799969991048176,16.351579030354817,2.5514017740885415,6.150364398956299,12.881831487019856,8.376075267791748,11.04814585049947,17.840900739034016,19.962666511535645,21.66447162628174,25.070966720581055,4.35949182510376,9.795562903086344,9.91813850402832,994.3331265449524,1605.6810665130615,207.48403549194336,216.35868453979492,172.39258766174316,287.4145088195801,158.90888595581055,141.42510604858398,92.44783973693848,883.6498165130615,133.64981651306152,46811.080375790494,29719.2042807118,197.71269989013672,653.5662384033203,797.2901000976562,349.5446014404297,529.9920654296875,526.16357421875,4.598178681392204,28.0,2.0,1.0,0.0,2390.362302817859,3075.63904461838,18178.19035638636,1,0,0,0
2012,Sud,Winter_Barley,166518,5.537,6.931207180023193,16.242231051127117,25.473276774088543,17.144915262858074,-0.9068849484125772,5.5642391840616865,13.385276794433594,7.921372413635254,10.903235117594402,19.42927678426107,21.896278381347656,24.33701515197754,27.745800018310547,2.9868593215942383,10.67799186706543,12.087999979654947,981.291160583496,1748.634910583496,165.53643035888672,265.76629066467285,167.66812896728516,265.3233871459961,175.9073429107666,116.4984245300293,98.44708251953124,864.2942371368408,114.29423713684082,70631.72125365937,28112.601471390168,267.0319061279297,707.8656768798828,929.5444946289062,408.9208221435547,635.7523498535156,600.4781188964844,5.511085587539781,46.0,5.0,5.0,1.0,2897.7123534478624,3257.6704856045644,23678.54418551239,1,0,0,0
2013,Est,Winter_Barley,567385,6.279,5.432959238688151,12.625350952148438,24.77087910970052,15.371782302856444,-0.4432236918558677,4.124277094999949,12.693920453389486,7.734974543253581,8.374814023574194,18.732399781545,18.493767738342285,24.60413074493408,27.511398315429688,0.674733579158783,8.501073857148487,12.076958656311032,753.7332621216774,1685.9159803390503,188.99491119384768,277.34199142456055,179.15761947631836,313.08409881591797,144.97300338745117,129.41076278686523,105.97334671020508,958.5786209106444,208.57862091064453,76918.58020734102,32097.452616421288,156.226318359375,524.3384857177734,876.8678894042969,314.630615234375,603.6116333007812,474.1934051513672,4.8672262208680035,50.0,16.0,4.0,3.0,2322.687599108403,3356.0521519403087,21720.788483612083,1,1,0,0
2013,Nord,Winter_Barley,171683,7.897,6.076951026916504,11.85071881612142,23.410600662231445,15.362248738606771,1.032478893796603,4.032339910666148,12.6222349802653,8.251973946889242,7.941529363393784,18.01641782124837,17.549525260925293,22.995783805847168,25.89131546020508,0.8707638382911682,7.818378905455272,10.788365681966146,714.7376427054405,1621.4776039123535,152.45107650756836,154.88598823547363,163.0925636291504,246.64278411865232,70.24463844299316,120.71488189697266,100.89399337768556,717.0724124908447,32.92758750915527,23989.669351679277,26599.18431112847,141.81756591796875,544.0298767089844,822.8931121826172,296.9719009399414,565.9343719482422,467.9096374511719,5.0148105068451345,35.0,15.0,1.0,4.0,1230.031623550278,2938.343769881309,19264.422037008073,1,1,0,1
2013,Ouest,Winter_Barley,216475,6.651,8.460830688476562,13.332183837890623,23.982497533162434,17.129348119099934,2.406494935353597,5.029698848724365,13.01201629638672,9.3146120707194,9.180941343307495,18.497256914774574,18.1002516746521,23.52777671813965,26.703529357910156,2.765977382659912,8.30248498916626,10.970481236775717,826.2847208976746,1664.753122329712,247.48133087158203,221.7466163635254,124.26267623901369,267.2821617126465,140.26813125610352,104.64873886108398,70.76789093017578,860.7727851867676,110.77278518676758,49171.56186867251,15441.212706081931,178.71217346191406,597.6572723388672,864.8929748535156,340.3440933227539,585.2491760253906,501.9447937011719,6.9046343318037815,18.0,9.0,2.0,2.0,2035.8426779104368,2298.51864731049,20742.293635873957,1,0,0,0
2013,Sud,Winter_Barley,184442,5.125,7.42040999730428,13.489964485168455,24.78753089904785,16.49288813273112,-0.5217780967553457,4.4523866176605225,13.013344764709473,8.0280970732371,8.97117555141449,18.900437831878666,18.198606491088867,24.441737174987793,27.74647331237793,2.1868722438812256,9.037577867507936,11.77418613433838,807.4057996273041,1701.0394048690796,241.1237335205078,354.9777526855469,175.59317016601562,295.41527557373047,209.2261199951172,129.06320190429688,111.3527374267578,1067.1099319458008,317.1099319458008,126009.20490168128,30832.96140895132,250.09809112548828,615.6636810302734,935.923370361328,399.6636428833008,636.2933349609375,540.6733245849609,5.299884301762432,58.0,7.0,8.0,0.0,3184.567736188638,3318.7877964252693,23199.229461972427,1,0,0,0
2014,Est,Winter_Barley,584845,6.926,8.133421738942465,16.747775395711262,23.59144465128581,17.677896817525227,2.454635659853617,5.134011189142863,12.547590255737305,8.589032332102457,10.940893292427065,18.06951745351156,21.461939811706543,24.409855842590332,24.507368087768555,2.0835378170013428,11.613764206568398,11.043854395548504,984.6803963184356,1626.25657081604,228.0542907714844,128.52609252929688,287.52620697021484,199.6034889221191,52.740333557128906,181.6092758178711,241.13758850097656,843.7100791931152,93.71007919311523,16518.956460849382,82671.31969467882,149.97846603393555,674.0628356933594,798.9369354248047,367.6817817687988,568.7882690429688,585.6431579589844,2.7690272707438344,12.0,5.0,0.0,0.0,1406.1902636556442,5195.459815190274,18848.076491942185,1,0,0,1
2014,Nord,Winter_Barley,196313,8.304,8.629271984100342,16.00032615661621,22.23600196838379,17.147672017415363,3.370965321858724,6.0439291795094805,12.403708457946776,9.390907764434814,11.022127668062843,17.319855213165283,19.64576816558838,22.777135848999023,23.8865966796875,3.386883497238159,9.956396977106731,9.832293510437012,991.991490125656,1558.7869691848755,227.1735382080078,148.308443069458,265.3539390563965,138.27353477478027,59.19971656799317,159.20586776733398,206.81101989746097,779.1094551086426,29.109455108642575,21995.394285686667,70412.71297274578,140.09035682678223,635.928466796875,770.6673431396484,337.5898666381836,553.9470062255859,553.2064056396484,2.893395704489548,9.0,2.0,0.0,0.0,1634.6745937631963,4595.8918046998715,17136.560559022328,1,0,0,1
2014,Ouest,Winter_Barley,260004,6.934,10.210051854451498,16.227530479431152,23.117048899332683,18.954235394795734,4.394484281539917,6.4844902356465655,12.894550005594889,10.096189816792808,11.356010357538858,18.005799452463787,20.387840270996097,23.799562454223633,24.705015182495117,4.141756057739258,9.743040243784588,10.222498893737797,1022.0409321784972,1620.5219507217407,340.7639808654785,190.90195846557617,226.0642204284668,192.8829774856567,106.6052131652832,115.33414840698242,180.24417114257812,950.6131372451782,200.61313724517825,36443.55774599257,51105.031757930425,173.35882186889648,664.3282470703125,846.6189270019531,393.8101463317871,605.3787536621094,585.1782836914062,3.728543957319193,5.0,0.0,0.0,0.0,2167.884617609536,4070.467016412541,19571.33113460472,1,0,0,0
2014,Sud,Winter_Barley,191931,5.219,8.864996433258057,16.20931911468506,23.78095245361328,19.17291005452474,2.02550462881724,5.462972323099772,12.85814889272054,9.28380823135376,10.836145718892416,18.319550673166912,21.2674560546875,24.084237098693848,24.508455276489254,2.7101845741271973,10.746346791585283,10.92280356089274,975.2531147003174,1648.759560585022,317.7835159301758,197.31851196289065,254.4852752685547,300.5017395019531,121.21153259277344,179.5821533203125,197.93151092529297,1070.0890426635742,320.0890426635742,38934.59516324941,64762.75532851205,212.5742225646973,725.6498870849609,871.8224182128906,446.7010345458984,601.2546081542969,612.8806762695312,3.412417476101,13.0,3.0,0.0,0.0,2138.1721486648994,4662.055895857118,20732.767475514906,1,0,0,0
2015,Est,Winter_Barley,508291,7.293,7.811268488566081,16.157710393269856,26.60752995808919,15.506586074829102,1.1722946763038635,4.844591895739238,13.473663647969564,7.001156171162923,10.501151144504547,20.040596803029377,21.93449306488037,26.432294845581055,28.358631134033203,1.939555525779724,11.313118497530615,13.133866310119627,945.1036030054092,1803.653712272644,155.8465747833252,174.09525680541992,142.71910667419434,196.496280670166,113.59868621826172,62.41653251647949,102.50583457946776,669.1572189331055,80.84278106689453,30309.15844214511,20368.743409880062,171.97002410888672,663.7040710449219,886.4155120849609,345.92274475097656,631.9744873046875,588.010986328125,6.167694279469957,36.0,11.0,4.0,3.0,1828.2006052550485,2860.1760729460675,23585.32729311557,1,1,0,1
2015,Nord,Winter_Barley,68710,8.545,8.431376616160074,15.061688423156738,24.131585439046223,15.384875297546388,2.953554292519887,5.260952711105347,12.563344955444336,7.931969324747722,10.161320567131042,18.34746519724528,20.097966194152832,23.677090644836422,25.04057502746582,2.9520885944366455,9.800735712051392,11.568240483601889,914.5188510417938,1651.2718677520752,161.83319473266602,115.42389106750488,152.69285011291504,190.13662338256836,65.13047218322754,66.1115894317627,128.63948822021484,620.0865592956543,129.9134407043457,13322.674629163232,23315.10647560514,155.03747940063477,634.0618591308594,824.1042633056641,317.5239486694336,591.1573181152344,577.6952209472656,5.362020827255212,27.0,5.0,1.0,1.0,1172.8591582425304,2801.5267533148985,19886.942440642877,1,0,0,1
2015,Ouest,Winter_Barley,298062,7.194,10.190938631693522,16.096831957499187,24.227549235026043,16.99130344390869,3.7202979723612466,6.667294502258301,13.058854420979818,8.804455757141113,11.382063229878744,18.64320182800293,20.8244571685791,24.10431957244873,24.94573974609375,4.331230640411377,9.429537455240888,11.168694814046225,1024.385690689087,1677.8881645202637,202.7638168334961,144.15534210205078,186.3865547180176,173.5779151916504,84.4819107055664,78.54555892944336,148.23472213745117,706.8836288452148,43.11637115478515,20780.762656559295,34739.94777965256,187.7599334716797,644.5932312011719,853.4783477783203,375.3134536743164,612.0690002441406,591.782470703125,4.5546402678818065,20.0,2.0,0.0,0.0,1640.785218730343,3474.8421576341134,20677.688691827934,1,0,0,1
2015,Sud,Winter_Barley,207390,5.331,9.17287047704061,16.50608476003011,26.756282806396484,16.846927007039387,0.956005041797956,6.074195782343547,14.195404688517252,7.062490781148274,11.290140271186829,20.475843747456867,22.685585021972656,27.040762901306152,28.800827026367188,3.3746325969696045,10.431888977686562,12.560878117879232,1016.1126244068146,1842.8259372711184,173.0079689025879,179.24917221069336,191.9930648803711,219.27363204956055,136.21891021728516,104.1550521850586,120.80587768554688,763.5238380432129,13.52383804321289,32130.265738218804,36861.336962158384,247.8548812866211,709.8690185546875,958.800048828125,437.38401794433594,676.7543640136719,627.592529296875,4.96805441906655,35.0,4.0,4.0,1.0,2023.748297752852,3931.2199970858273,25653.92526123207,1,0,0,1
2016,Est,Winter_Barley,372785,5.506,7.376485824584961,14.10621420542399,24.63562838236491,16.0666348139445,0.9821478525797526,4.6004371245702105,13.120067596435549,6.907668352127075,9.3533256649971,18.87784798940023,20.05195426940918,23.63209819793701,26.642688751220703,1.342965006828308,9.50577708085378,11.515560785929363,841.7993098497391,1699.0063190460205,211.22969436645508,316.0870132446289,177.90034103393555,179.73553085327148,171.95154571533203,151.5376968383789,62.48215103149414,884.952579498291,134.95257949829102,99910.9999419102,31648.53133999057,166.49979782104492,566.5205535888672,797.9689788818359,352.4285125732422,520.8734588623047,461.3347625732422,4.460410607772231,41.0,14.0,6.0,4.0,2956.464773353266,3358.3755953010955,19658.467224388103,1,1,0,0
